video_id_X,date_trending,date_published,date_interval
ee24QB3o16o,2018-02-27,2018-02-22,5 days
NXpYoiCOuLE,2018-02-27,2018-02-22,5 days
hpsugpjc3dE,2018-02-27,2018-02-19,8 days
dg2ROPhbHg4,2018-02-27,2018-02-22,5 days
IOLzpBzUXZs,2018-02-27,2018-02-14,13 days
Sbp8MmSc2kQ,2018-02-27,2018-02-20,7 days
GABCneYEE84,2018-02-27,2018-02-20,7 days
aFuA50H9uek,2018-02-27,2018-02-20,7 days
qVWzDX5NrhQ,2018-02-27,2018-02-21,6 days
dJgoTcyrFZ4,2018-02-27,2018-02-21,6 days
BFWI0GQZA14,2018-02-27,2018-02-20,7 days
#NAME?,2018-02-27,2018-02-21,6 days
qZHycHI3F1Q,2018-02-27,2018-02-19,8 days
MYdqaxZndzE,2018-02-27,2018-02-22,5 days
ObvUP5YxAKg,2018-02-27,2018-02-20,7 days
g_WBVi-bu9Q,2018-02-27,2018-02-21,6 days
uwQX7nz0aUs,2018-02-27,2018-02-21,6 days
r4qSDOHeWjk,2018-02-27,2018-02-20,7 days
V5cOvyDpWfM,2018-02-27,2018-02-19,8 days
zuMkDVbThVw,2018-02-27,2018-02-21,6 days
phXTecbj6NI,2018-02-27,2018-02-21,6 days
oOZ_Q6qzXuw,2018-02-27,2018-02-20,7 days
OpsHLG657lM,2018-02-27,2018-02-20,7 days
1kEoS9WwpmA,2018-02-27,2018-02-20,7 days
SJNdBNxNGno,2018-02-27,2018-02-20,7 days
NSrNn5LuxxQ,2018-02-27,2018-02-20,7 days
2B1sY4NecnI,2018-02-27,2018-02-21,6 days
_IuEg3xbDA0,2018-02-27,2018-02-19,8 days
fZwwcwfbmdo,2018-02-27,2018-02-19,8 days
QCjk_NPsIqU,2018-02-27,2018-02-19,8 days
_6lGaYh71g4,2018-02-27,2018-02-20,7 days
O4-j4kwtu9Y,2018-02-27,2018-02-25,2 days
KNxUDJ8_qI0,2018-02-27,2018-02-19,8 days
0vXLU9BnDPc,2018-02-27,2018-02-20,7 days
1DQ9UTz5j8o,2018-02-27,2018-02-20,7 days
Ecd4eA067P0,2018-02-27,2018-02-20,7 days
nFpEuUY-zQ0,2018-02-27,2018-02-19,8 days
JQkjAhmvITI,2018-02-27,2018-02-20,7 days
oWdLorlbhfU,2018-02-27,2018-02-20,7 days
X2BfTXIwABo,2018-02-27,2018-02-20,7 days
fHZe0PJf8HA,2018-02-27,2018-02-20,7 days
_s1M-rkDO8Q,2018-02-27,2018-02-20,7 days
qDDNcyOhqCI,2018-02-27,2018-02-20,7 days
If-n27SUAl8,2018-02-27,2018-02-20,7 days
YbQ-NgaCntk,2018-02-27,2018-02-19,8 days
H_ZaS6agxPs,2018-02-27,2018-02-21,6 days
Ps7GzIV2KP0,2018-02-27,2018-02-19,8 days
DmTcVy7Ng-g,2018-02-27,2018-02-20,7 days
JeRtUXTQ_aQ,2018-02-27,2018-02-19,8 days
#NAME?,2018-02-27,2018-02-20,7 days
cy9W-ZywVPc,2018-02-27,2018-02-18,9 days
CW70dL5430c,2018-02-27,2018-02-20,7 days
Ga7thDlGbs8,2018-02-27,2018-02-20,7 days
OKXLBEvGgTA,2018-02-27,2018-02-19,8 days
UCrMn3LLMVU,2018-02-27,2018-02-19,8 days
CP6aYDssDSE,2018-02-27,2018-02-18,9 days
w4C4aSHUtE0,2018-02-27,2018-02-19,8 days
Hndpk6A4VcE,2018-02-27,2018-02-19,8 days
r87aoVq4gZg,2018-02-27,2018-02-20,7 days
jS9q7Tu_G0o,2018-02-27,2018-02-19,8 days
Q6vfaPuftmE,2018-02-27,2018-02-20,7 days
iDN7xlv3xxM,2018-02-27,2018-02-18,9 days
JDkHmQEOkYo,2018-02-27,2018-02-19,8 days
Oyq8Di01nN8,2018-02-27,2018-02-18,9 days
scMSeVaE7Ao,2018-02-27,2018-02-18,9 days
4EIvK9XsFRo,2018-02-27,2018-02-19,8 days
pi2Ri9-K3_E,2018-02-27,2018-02-18,9 days
dAfqL3Hts_U,2018-02-27,2018-02-19,8 days
PLtyqLPx_8M,2018-02-27,2018-02-18,9 days
sScTRKljFUs,2018-02-27,2018-02-20,7 days
gmfH2LBCdaY,2018-02-27,2018-02-18,9 days
XUqRem0W8L8,2018-02-27,2018-02-16,11 days
ikZQLvKZYMA,2018-02-27,2018-02-18,9 days
SNHc2PxY8lY,2018-02-27,2018-02-17,10 days
3yy-dKTmyOo,2018-02-27,2018-02-17,10 days
OgcqNuWfFFA,2018-02-27,2018-02-18,9 days
sRbhD2unwBc,2018-02-27,2018-02-18,9 days
L5hl45NIAhc,2018-02-27,2018-02-19,8 days
I8Umj580ls0,2018-02-28,2018-02-27,1 days
YskVs5VyqHk,2018-02-28,2018-02-27,1 days
SggkMHx4GhQ,2018-02-28,2018-02-27,1 days
xvmTr6S00Aw,2018-02-28,2018-02-27,1 days
IjvXgzSa1Dk,2018-02-28,2018-02-27,1 days
jjNf6SolPvU,2018-02-28,2018-02-27,1 days
syAXXLxO8tw,2018-02-28,2018-02-26,2 days
T2aJzwAeA9Y,2018-02-28,2018-02-27,1 days
UEhsFEgsI5U,2018-02-28,2018-02-26,2 days
MpaHR-V_R-o,2018-02-28,2018-02-27,1 days
H0g4JxKp4fc,2018-02-28,2018-02-26,2 days
yzJtC835sio,2018-02-28,2018-02-27,1 days
hmkSBiZ6XoQ,2018-02-28,2018-02-26,2 days
Nr42pNrK5iU,2018-02-28,2018-02-27,1 days
EOwWjoldNNc,2018-02-28,2018-02-27,1 days
zDbq7y20wpw,2018-02-28,2018-02-27,1 days
hV-yHbbrKRA,2018-02-28,2018-02-26,2 days
9dmij6g-iZc,2018-02-28,2018-02-26,2 days
1eKa8ju_b2A,2018-02-28,2018-02-27,1 days
jTap34G5TFU,2018-02-28,2018-02-27,1 days
73_OWzBr8Fo,2018-02-28,2018-02-27,1 days
LdhQzXHYLZ4,2018-02-28,2018-02-26,2 days
i04pYZGDHIc,2018-02-28,2018-02-27,1 days
gs-iqvX6pOA,2018-02-28,2018-02-27,1 days
BQ31l1gPGKM,2018-02-28,2018-02-26,2 days
OzKmR5BLdbQ,2018-02-28,2018-02-26,2 days
72Qahj0U0Lw,2018-02-28,2018-02-26,2 days
BlHVpQfxJt4,2018-02-28,2018-02-26,2 days
pH7VfJDq7f4,2018-02-28,2018-02-27,1 days
vQiiNGllGQo,2018-02-28,2018-02-26,2 days
E-u9uo0laA8,2018-02-28,2018-02-25,3 days
aLiZSrsNfK4,2018-02-28,2018-02-26,2 days
D3BJ5bt5VbA,2018-02-28,2018-02-27,1 days
Hq4jk71B1Hk,2018-02-28,2018-02-27,1 days
5_-NKRVn7IQ,2018-02-28,2018-02-25,3 days
yZC5DH7VScY,2018-02-28,2018-02-27,1 days
EEzj0HMz5Bc,2018-02-28,2018-02-26,2 days
U9w-yE3SvkY,2018-02-28,2018-02-26,2 days
sV7QeEJ9daI,2018-02-28,2018-02-27,1 days
2afSbqlp5HU,2018-02-28,2018-02-27,1 days
CwKp6Xhy3_4,2018-02-28,2018-02-26,2 days
4NOIj0Munk0,2018-02-28,2018-02-27,1 days
iD8K3pNhf-U,2018-02-28,2018-02-26,2 days
00RpZZThSAs,2018-02-28,2018-02-26,2 days
eBnXbImHX-g,2018-02-28,2018-02-26,2 days
MNzBFgwkU0A,2018-02-28,2018-02-26,2 days
C3_spbo8eVc,2018-02-28,2018-02-26,2 days
J83sZrz9XTc,2018-02-28,2018-02-25,3 days
Nb_t6X541yo,2018-02-28,2018-02-26,2 days
dabnx8VSdkE,2018-02-28,2018-02-26,2 days
pRnCk5QeXdw,2018-02-28,2018-02-26,2 days
qcP7sS1qZ2M,2018-02-28,2018-02-26,2 days
#NAME?,2018-02-28,2018-02-26,2 days
M2YwkAWg0_g,2018-02-28,2018-02-26,2 days
tUbky9YzPZY,2018-02-28,2018-02-24,4 days
Vm4Xn5vjqRA,2018-02-28,2018-02-25,3 days
Vnn1FhYULrA,2018-02-28,2018-02-26,2 days
XcqS9okipTU,2018-02-28,2018-02-25,3 days
GrnswGtm_Sw,2018-02-28,2018-02-25,3 days
uZUOzSMDBjg,2018-02-28,2018-02-25,3 days
rQQjjYyZpa4,2018-02-28,2018-02-25,3 days
EUPlbO3Ub2I,2018-02-28,2018-02-24,4 days
5YMtjjAzxWA,2018-02-28,2018-02-26,2 days
zsoh0Y_VXdY,2018-02-28,2018-02-24,4 days
glHNu91zUdA,2018-02-28,2018-02-25,3 days
#NAME?,2018-02-28,2018-02-24,4 days
YFHHGETsxkE,2018-02-28,2018-02-24,4 days
fwLxwMKMjEQ,2018-02-28,2018-02-25,3 days
AIrxDop0GCQ,2018-02-28,2018-02-25,3 days
FApBWHvUzMs,2018-02-28,2018-02-24,4 days
bJWDajO2SZE,2018-02-28,2018-02-24,4 days
JpvC3j9Qxus,2018-02-28,2018-02-23,5 days
Srl96IoeWJs,2018-02-28,2018-02-25,3 days
2nSXgn68gPQ,2018-02-28,2018-02-25,3 days
9YlnHbN28jo,2018-02-28,2018-02-24,4 days
OvHskUT3XTI,2018-02-28,2018-02-24,4 days
dwvVhnQTfDk,2018-02-28,2018-02-23,5 days
GqF5lyEUfMk,2018-02-28,2018-02-24,4 days
r-i6XpcL1Fs,2018-02-28,2018-02-23,5 days
H8bmr4oR19c,2018-02-28,2018-02-24,4 days
YQ1cEC6FZRg,2018-02-28,2018-02-24,4 days
9yDNAc8YS9c,2018-02-28,2018-02-23,5 days
d3PMBPw74cc,2018-02-28,2018-02-23,5 days
Ob48twC1yf8,2018-02-28,2018-02-23,5 days
swlpgKzTm2Y,2018-02-28,2018-02-24,4 days
AP14dJZzKkA,2018-02-28,2018-02-22,6 days
elwTgpHlty0,2018-02-28,2018-02-23,5 days
oCAbvclXL6I,2018-02-28,2018-02-24,4 days
CJUgcgFNNWA,2018-02-28,2018-02-24,4 days
Kz7R1i2zFpk,2018-02-28,2018-02-23,5 days
LbW-bMToXqo,2018-02-28,2018-02-24,4 days
#NAME?,2018-02-28,2018-02-23,5 days
keD0IJP4Dtw,2018-02-28,2018-02-23,5 days
ms7t4CnjW1k,2018-02-28,2018-02-24,4 days
EAGhzuitLXU,2018-02-28,2018-02-22,6 days
w8VHZAeItno,2018-02-28,2018-02-23,5 days
7J4nN0Te9m8,2018-02-28,2018-02-23,5 days
tGRzz0oqgUE,2018-02-28,2018-02-22,6 days
aDl6SGTkomk,2018-02-28,2018-02-23,5 days
OTLw9G1WpC4,2018-02-28,2018-02-23,5 days
l_eR85kmWbY,2018-02-28,2018-02-24,4 days
GEsK9GudV2M,2018-02-28,2018-02-23,5 days
WfPu9Jrcpuk,2018-02-28,2018-02-22,6 days
iOVg62_DUYU,2018-02-28,2018-02-23,5 days
UaAHl_m_ybk,2018-02-28,2018-02-23,5 days
kIHhVkkHV2k,2018-02-28,2018-02-23,5 days
gmp6AGFPhzY,2018-02-28,2018-02-22,6 days
d-HPZL6AU64,2018-02-28,2018-02-22,6 days
9-2FS7XpTh4,2018-02-28,2018-02-24,4 days
ZO4CMPCmFDE,2018-02-28,2018-02-22,6 days
cytyAgu9-bA,2018-02-28,2018-02-22,6 days
RWzZeA2GMsk,2018-02-28,2018-02-23,5 days
#NAME?,2018-02-28,2018-02-22,6 days
2wbc8x-RHiY,2018-02-28,2018-02-23,5 days
YBgabneSziQ,2018-02-28,2018-02-23,5 days
QNNcl2mEHzQ,2018-02-28,2018-02-22,6 days
WCKG9J1d5iE,2018-02-28,2018-02-23,5 days
foImxGyOuQE,2018-02-28,2018-02-23,5 days
eqVHah0f-1c,2018-02-28,2018-02-22,6 days
HbKnEQdCjGg,2018-02-28,2018-02-23,5 days
dvJWgErHi7A,2018-02-28,2018-02-23,5 days
#NAME?,2018-02-28,2018-02-21,7 days
e6XeP9gQPmg,2018-02-28,2018-02-22,6 days
oJ6t7AImTdE,2018-02-28,2018-02-23,5 days
NuZJQ-YS7_w,2018-02-28,2018-02-23,5 days
mdaElUyT1Zo,2018-02-28,2018-02-24,4 days
N54fzGwMybk,2018-02-28,2018-02-23,5 days
o21-6NnDmzY,2018-02-28,2018-02-22,6 days
A9YcrloL3oE,2018-02-28,2018-02-21,7 days
E_ViwNxUldw,2018-02-28,2018-02-21,7 days
Zfpf5dnYA4Q,2018-02-28,2018-02-23,5 days
vsA_L1t4vXY,2018-02-28,2018-02-22,6 days
08OhPK2BVIU,2018-02-28,2018-02-21,7 days
DuRobNfQK5c,2018-02-28,2018-02-22,6 days
e-XM8pek6Kg,2018-02-28,2018-02-23,5 days
OwrjBiW3suM,2018-02-28,2018-02-21,7 days
fyjt5zpNAeg,2018-02-28,2018-02-22,6 days
17x4Auq4Tw4,2018-02-28,2018-02-22,6 days
JyUKqUTp9rc,2018-02-28,2018-02-21,7 days
qvZybtmE5RY,2018-02-28,2018-02-21,7 days
T9KTTP7jrBo,2018-02-28,2018-02-22,6 days
htmLGVUqIos,2018-02-28,2018-02-21,7 days
kCg5D8KMqk4,2018-02-28,2018-02-21,7 days
3BHcVPSD4p0,2018-02-28,2018-02-23,5 days
DFZmEaNqdNc,2018-02-28,2018-02-22,6 days
Su9Mns6fWV8,2018-02-28,2018-02-22,6 days
ByeyFfOHgQA,2018-02-28,2018-02-20,8 days
bqFjyo7I8fY,2018-02-28,2018-02-22,6 days
tXlbRhkQaVc,2018-02-28,2018-02-21,7 days
AjMBDpRXsYA,2018-02-28,2018-02-23,5 days
-5aaJJQFvOg,2018-02-28,2018-02-21,7 days
F7jcFXTnBiQ,2018-02-28,2018-02-22,6 days
o3_jM-Ccb9g,2018-02-28,2018-02-21,7 days
G2JLc63P7pw,2018-02-28,2018-02-22,6 days
ee24QB3o16o,2018-02-28,2018-02-22,6 days
KrB-ASnFMVQ,2018-02-28,2018-02-21,7 days
NXpYoiCOuLE,2018-02-28,2018-02-22,6 days
hpsugpjc3dE,2018-02-28,2018-02-19,9 days
dg2ROPhbHg4,2018-02-28,2018-02-22,6 days
IOLzpBzUXZs,2018-02-28,2018-02-14,14 days
Sbp8MmSc2kQ,2018-02-28,2018-02-20,8 days
aFuA50H9uek,2018-02-28,2018-02-20,8 days
qVWzDX5NrhQ,2018-02-28,2018-02-21,7 days
X8XHLakfV5U,2018-02-28,2018-02-22,6 days
dJgoTcyrFZ4,2018-02-28,2018-02-21,7 days
#NAME?,2018-02-28,2018-02-21,7 days
qZHycHI3F1Q,2018-02-28,2018-02-19,9 days
MYdqaxZndzE,2018-02-28,2018-02-22,6 days
ObvUP5YxAKg,2018-02-28,2018-02-20,8 days
g_WBVi-bu9Q,2018-02-28,2018-02-21,7 days
uwQX7nz0aUs,2018-02-28,2018-02-21,7 days
V5cOvyDpWfM,2018-02-28,2018-02-19,9 days
phXTecbj6NI,2018-02-28,2018-02-21,7 days
zuMkDVbThVw,2018-02-28,2018-02-21,7 days
oOZ_Q6qzXuw,2018-02-28,2018-02-20,8 days
OpsHLG657lM,2018-02-28,2018-02-20,8 days
1kEoS9WwpmA,2018-02-28,2018-02-20,8 days
SJNdBNxNGno,2018-02-28,2018-02-20,8 days
NSrNn5LuxxQ,2018-02-28,2018-02-20,8 days
2B1sY4NecnI,2018-02-28,2018-02-21,7 days
_IuEg3xbDA0,2018-02-28,2018-02-19,9 days
_6lGaYh71g4,2018-02-28,2018-02-20,8 days
O4-j4kwtu9Y,2018-02-28,2018-02-25,3 days
KNxUDJ8_qI0,2018-02-28,2018-02-19,9 days
0vXLU9BnDPc,2018-02-28,2018-02-20,8 days
1DQ9UTz5j8o,2018-02-28,2018-02-20,8 days
Ecd4eA067P0,2018-02-28,2018-02-20,8 days
nFpEuUY-zQ0,2018-02-28,2018-02-19,9 days
JQkjAhmvITI,2018-02-28,2018-02-20,8 days
oWdLorlbhfU,2018-02-28,2018-02-20,8 days
X2BfTXIwABo,2018-02-28,2018-02-20,8 days
fHZe0PJf8HA,2018-02-28,2018-02-20,8 days
_s1M-rkDO8Q,2018-02-28,2018-02-20,8 days
YbQ-NgaCntk,2018-02-28,2018-02-19,9 days
If-n27SUAl8,2018-02-28,2018-02-20,8 days
Ps7GzIV2KP0,2018-02-28,2018-02-19,9 days
DmTcVy7Ng-g,2018-02-28,2018-02-20,8 days
JeRtUXTQ_aQ,2018-02-28,2018-02-19,9 days
cy9W-ZywVPc,2018-02-28,2018-02-18,10 days
DIBw9dSVKdU,2018-03-01,2018-02-28,1 days
IJofEhiRpy0,2018-03-01,2018-02-28,1 days
T3hXC5yNZOc,2018-03-01,2018-03-01,0 days
expKmfdoo28,2018-03-01,2018-03-01,0 days
Kf2-86o5S1o,2018-03-01,2018-02-27,2 days
5tPugvYE6wM,2018-03-01,2018-02-28,1 days
kOsl3cmK3zg,2018-03-01,2018-02-28,1 days
n9JVbbRBqfY,2018-03-01,2018-02-28,1 days
ZzO8VAOJs4U,2018-03-01,2018-02-28,1 days
3tjHS7JRB4c,2018-03-01,2018-02-27,2 days
SggkMHx4GhQ,2018-03-01,2018-02-27,2 days
xvmTr6S00Aw,2018-03-01,2018-02-27,2 days
Rzuts_VwAL4,2018-03-01,2018-02-28,1 days
YskVs5VyqHk,2018-03-01,2018-02-27,2 days
HF27coLl2-w,2018-03-01,2018-02-28,1 days
7bDvhiHoH-c,2018-03-01,2018-02-28,1 days
LLOB5uG6zSQ,2018-03-01,2018-02-27,2 days
IjvXgzSa1Dk,2018-03-01,2018-02-27,2 days
mlJGtSg5oRw,2018-03-01,2018-02-27,2 days
DGhPGH2YROA,2018-03-01,2018-02-27,2 days
MpaHR-V_R-o,2018-03-01,2018-02-27,2 days
jjNf6SolPvU,2018-03-01,2018-02-27,2 days
r8vFZ0HAaz0,2018-03-01,2018-02-27,2 days
OG6qjAivguw,2018-03-01,2018-02-28,1 days
fKuxh0E9mSI,2018-03-01,2018-02-28,1 days
syAXXLxO8tw,2018-03-01,2018-02-26,3 days
T2aJzwAeA9Y,2018-03-01,2018-02-27,2 days
1eKa8ju_b2A,2018-03-01,2018-02-27,2 days
B1r4Z3nXPVA,2018-03-01,2018-02-28,1 days
EOwWjoldNNc,2018-03-01,2018-02-27,2 days
H0g4JxKp4fc,2018-03-01,2018-02-26,3 days
gs-iqvX6pOA,2018-03-01,2018-02-27,2 days
UEhsFEgsI5U,2018-03-01,2018-02-26,3 days
MHEYapANYk4,2018-03-01,2018-02-28,1 days
jTap34G5TFU,2018-03-01,2018-02-27,2 days
hmkSBiZ6XoQ,2018-03-01,2018-02-26,3 days
hB07EJhMBRs,2018-03-01,2018-02-26,3 days
Nr42pNrK5iU,2018-03-01,2018-02-27,2 days
b3ofgTrsXPI,2018-03-01,2018-02-27,2 days
hV-yHbbrKRA,2018-03-01,2018-02-26,3 days
zDbq7y20wpw,2018-03-01,2018-02-27,2 days
4vl8-5udtII,2018-03-01,2018-02-27,2 days
AFC5RaH4xMg,2018-03-01,2018-02-28,1 days
i04pYZGDHIc,2018-03-01,2018-02-27,2 days
73_OWzBr8Fo,2018-03-01,2018-02-27,2 days
9dmij6g-iZc,2018-03-01,2018-02-26,3 days
hsYCNQ9DA-w,2018-03-01,2018-02-28,1 days
LdhQzXHYLZ4,2018-03-01,2018-02-26,3 days
pH7VfJDq7f4,2018-03-01,2018-02-27,2 days
BQ31l1gPGKM,2018-03-01,2018-02-26,3 days
D3BJ5bt5VbA,2018-03-01,2018-02-27,2 days
OzKmR5BLdbQ,2018-03-01,2018-02-26,3 days
E-u9uo0laA8,2018-03-01,2018-02-25,4 days
vQiiNGllGQo,2018-03-01,2018-02-26,3 days
BlHVpQfxJt4,2018-03-01,2018-02-26,3 days
72Qahj0U0Lw,2018-03-01,2018-02-26,3 days
Vn-l53PbEIQ,2018-03-01,2018-02-28,1 days
_xwX82Y0Oro,2018-03-01,2018-02-28,1 days
aLiZSrsNfK4,2018-03-01,2018-02-26,3 days
vc0fb3xhFHY,2018-03-01,2018-02-27,2 days
4ihuh6AKyY8,2018-03-01,2018-02-27,2 days
Hq4jk71B1Hk,2018-03-01,2018-02-27,2 days
yZC5DH7VScY,2018-03-01,2018-02-27,2 days
sV7QeEJ9daI,2018-03-01,2018-02-27,2 days
B8R148hFxPw,2018-03-01,2018-02-28,1 days
U9w-yE3SvkY,2018-03-01,2018-02-26,3 days
5_-NKRVn7IQ,2018-03-01,2018-02-25,4 days
CwKp6Xhy3_4,2018-03-01,2018-02-26,3 days
EEzj0HMz5Bc,2018-03-01,2018-02-26,3 days
VRHhT9f6e0k,2018-03-01,2018-02-25,4 days
#NAME?,2018-03-01,2018-02-26,3 days
IhhemrLxeeM,2018-03-01,2018-02-28,1 days
iD8K3pNhf-U,2018-03-01,2018-02-26,3 days
0mAS2Gxs08w,2018-03-01,2018-02-26,3 days
00RpZZThSAs,2018-03-01,2018-02-26,3 days
2afSbqlp5HU,2018-03-01,2018-02-27,2 days
eBnXbImHX-g,2018-03-01,2018-02-26,3 days
MNzBFgwkU0A,2018-03-01,2018-02-26,3 days
C3_spbo8eVc,2018-03-01,2018-02-26,3 days
J83sZrz9XTc,2018-03-01,2018-02-25,4 days
Nb_t6X541yo,2018-03-01,2018-02-26,3 days
dabnx8VSdkE,2018-03-01,2018-02-26,3 days
6xnTeGwRCGY,2018-03-01,2018-02-27,2 days
M2YwkAWg0_g,2018-03-01,2018-02-26,3 days
qcP7sS1qZ2M,2018-03-01,2018-02-26,3 days
pRnCk5QeXdw,2018-03-01,2018-02-26,3 days
hwx2n-Rf0f8,2018-03-01,2018-02-26,3 days
tUbky9YzPZY,2018-03-01,2018-02-24,5 days
Vm4Xn5vjqRA,2018-03-01,2018-02-25,4 days
WIp-QvvbsEw,2018-03-01,2018-02-26,3 days
Vnn1FhYULrA,2018-03-01,2018-02-26,3 days
XcqS9okipTU,2018-03-01,2018-02-25,4 days
uZUOzSMDBjg,2018-03-01,2018-02-25,4 days
GrnswGtm_Sw,2018-03-01,2018-02-25,4 days
rQQjjYyZpa4,2018-03-01,2018-02-25,4 days
sLFaa6RPJIU,2018-03-01,2018-02-26,3 days
EUPlbO3Ub2I,2018-03-01,2018-02-24,5 days
zsoh0Y_VXdY,2018-03-01,2018-02-24,5 days
glHNu91zUdA,2018-03-01,2018-02-25,4 days
#NAME?,2018-03-01,2018-02-24,5 days
AIrxDop0GCQ,2018-03-01,2018-02-25,4 days
YFHHGETsxkE,2018-03-01,2018-02-24,5 days
fwLxwMKMjEQ,2018-03-01,2018-02-25,4 days
FApBWHvUzMs,2018-03-01,2018-02-24,5 days
bJWDajO2SZE,2018-03-01,2018-02-24,5 days
6hIFDfP9rNc,2018-03-01,2018-02-25,4 days
Srl96IoeWJs,2018-03-01,2018-02-25,4 days
2nSXgn68gPQ,2018-03-01,2018-02-25,4 days
JpvC3j9Qxus,2018-03-01,2018-02-23,6 days
9YlnHbN28jo,2018-03-01,2018-02-24,5 days
OvHskUT3XTI,2018-03-01,2018-02-24,5 days
r-i6XpcL1Fs,2018-03-01,2018-02-23,6 days
GqF5lyEUfMk,2018-03-01,2018-02-24,5 days
dwvVhnQTfDk,2018-03-01,2018-02-23,6 days
YQ1cEC6FZRg,2018-03-01,2018-02-24,5 days
H8bmr4oR19c,2018-03-01,2018-02-24,5 days
9yDNAc8YS9c,2018-03-01,2018-02-23,6 days
swlpgKzTm2Y,2018-03-01,2018-02-24,5 days
AP14dJZzKkA,2018-03-01,2018-02-22,7 days
d3PMBPw74cc,2018-03-01,2018-02-23,6 days
elwTgpHlty0,2018-03-01,2018-02-23,6 days
oCAbvclXL6I,2018-03-01,2018-02-24,5 days
CJUgcgFNNWA,2018-03-01,2018-02-24,5 days
Kz7R1i2zFpk,2018-03-01,2018-02-23,6 days
8RsDxpyUa_U,2018-03-01,2018-02-24,5 days
LbW-bMToXqo,2018-03-01,2018-02-24,5 days
#NAME?,2018-03-01,2018-02-23,6 days
ms7t4CnjW1k,2018-03-01,2018-02-24,5 days
keD0IJP4Dtw,2018-03-01,2018-02-23,6 days
EAGhzuitLXU,2018-03-01,2018-02-22,7 days
w8VHZAeItno,2018-03-01,2018-02-23,6 days
tGRzz0oqgUE,2018-03-01,2018-02-22,7 days
7J4nN0Te9m8,2018-03-01,2018-02-23,6 days
OTLw9G1WpC4,2018-03-01,2018-02-23,6 days
GEsK9GudV2M,2018-03-01,2018-02-23,6 days
aDl6SGTkomk,2018-03-01,2018-02-23,6 days
WfPu9Jrcpuk,2018-03-01,2018-02-22,7 days
iOVg62_DUYU,2018-03-01,2018-02-23,6 days
UaAHl_m_ybk,2018-03-01,2018-02-23,6 days
gmp6AGFPhzY,2018-03-01,2018-02-22,7 days
l_eR85kmWbY,2018-03-01,2018-02-24,5 days
kIHhVkkHV2k,2018-03-01,2018-02-23,6 days
d-HPZL6AU64,2018-03-01,2018-02-22,7 days
ZO4CMPCmFDE,2018-03-01,2018-02-22,7 days
cytyAgu9-bA,2018-03-01,2018-02-22,7 days
RWzZeA2GMsk,2018-03-01,2018-02-23,6 days
2wbc8x-RHiY,2018-03-01,2018-02-23,6 days
#NAME?,2018-03-01,2018-02-22,7 days
eqVHah0f-1c,2018-03-01,2018-02-22,7 days
YBgabneSziQ,2018-03-01,2018-02-23,6 days
foImxGyOuQE,2018-03-01,2018-02-23,6 days
WCKG9J1d5iE,2018-03-01,2018-02-23,6 days
HbKnEQdCjGg,2018-03-01,2018-02-23,6 days
#NAME?,2018-03-01,2018-02-21,8 days
e6XeP9gQPmg,2018-03-01,2018-02-22,7 days
dvJWgErHi7A,2018-03-01,2018-02-23,6 days
oJ6t7AImTdE,2018-03-01,2018-02-23,6 days
NuZJQ-YS7_w,2018-03-01,2018-02-23,6 days
mdaElUyT1Zo,2018-03-01,2018-02-24,5 days
N54fzGwMybk,2018-03-01,2018-02-23,6 days
o21-6NnDmzY,2018-03-01,2018-02-22,7 days
#NAME?,2018-03-01,2018-02-23,6 days
E_ViwNxUldw,2018-03-01,2018-02-21,8 days
Zfpf5dnYA4Q,2018-03-01,2018-02-23,6 days
08OhPK2BVIU,2018-03-01,2018-02-21,8 days
vsA_L1t4vXY,2018-03-01,2018-02-22,7 days
fyjt5zpNAeg,2018-03-01,2018-02-22,7 days
DuRobNfQK5c,2018-03-01,2018-02-22,7 days
OwrjBiW3suM,2018-03-01,2018-02-21,8 days
17x4Auq4Tw4,2018-03-01,2018-02-22,7 days
e-XM8pek6Kg,2018-03-01,2018-02-23,6 days
JyUKqUTp9rc,2018-03-01,2018-02-21,8 days
qvZybtmE5RY,2018-03-01,2018-02-21,8 days
T9KTTP7jrBo,2018-03-01,2018-02-22,7 days
htmLGVUqIos,2018-03-01,2018-02-21,8 days
kCg5D8KMqk4,2018-03-01,2018-02-21,8 days
EP06RO4INws,2018-03-01,2018-02-22,7 days
3BHcVPSD4p0,2018-03-01,2018-02-23,6 days
DFZmEaNqdNc,2018-03-01,2018-02-22,7 days
Su9Mns6fWV8,2018-03-01,2018-02-22,7 days
bqFjyo7I8fY,2018-03-01,2018-02-22,7 days
LNxWTS25Tbk,2018-03-01,2018-02-23,6 days
tXlbRhkQaVc,2018-03-01,2018-02-21,8 days
AjMBDpRXsYA,2018-03-01,2018-02-23,6 days
-5aaJJQFvOg,2018-03-01,2018-02-21,8 days
F7jcFXTnBiQ,2018-03-01,2018-02-22,7 days
o3_jM-Ccb9g,2018-03-01,2018-02-21,8 days
KrB-ASnFMVQ,2018-03-01,2018-02-21,8 days
NXpYoiCOuLE,2018-03-01,2018-02-22,7 days
hpsugpjc3dE,2018-03-01,2018-02-19,10 days
G2JLc63P7pw,2018-03-01,2018-02-22,7 days
ee24QB3o16o,2018-03-01,2018-02-22,7 days
IOLzpBzUXZs,2018-03-01,2018-02-14,15 days
dg2ROPhbHg4,2018-03-01,2018-02-22,7 days
Sbp8MmSc2kQ,2018-03-01,2018-02-20,9 days
